"Polarity","Text"
"positive","Hi Holly  Thanks!  I have the one comment -  where is the code for InternalRecursiveBundleTracker?  I don't see it in the patch  Did I miss the source code for it?  Lin"
"neutral","Committed @revision 1340076 in trunk"
"neutral","The appassembler author has rejected a long outstanding bug in this area as ""Won't Fix"" http://jira.codehaus.org/browse/MAPPASM-54   They seem to think that because the script is not internally broken that they shouldn't need to worry about it.  "
"negative","Hi Simo sorry for delay. I had a quick check to org.kohsuke.MetaInfServices . It seems to fit all our needs: use the quickest and more standard way to declare plugins in a transparent fashion. I don't have any objection with this patch for me it is ok.  Thanks Mic"
"neutral","We found the root cause of the problem. Will add a patch  "
"neutral","I added your tests and didn't see any failures against ActiveMQ.  However I did make a change anyway to StompFrame similar to you patch expect that I just used the DataInputStream's readFully method to ensure all the data gets pulled off the wire. "
"neutral","Resolved in trunk.  There were two places where the ack message was getting the Destination from the Message assigned to it instead of the Destination from the MessageDispatch command."
"neutral","Nathan  I have not been able to get the time to run the other tests.  However I did try changing the timeoutwait.  I set it to 10000 as suggested.  The test failed as it did before.  I then decided to change it to an unrealistic number 60000.  The program died as it did before.  Whats interesting with this test is that it did not even run for a minute.  As such I dont think changing this value had any impact on the problem."
"neutral","From what i can see on the system the libpthread is in /usr/lib and in /usr/lib64 and both of those paths are in my library config."
"positive","It's working! Thanks."
"neutral","Ran the test with a 5.8-SNAPSHOT build an everything seems fine. "
"neutral","Fresh build works for me now too.  Looks like the missing snapshot has been published somewhere now."
"positive","Patch applied!  Thanks."
"positive","Great - thanks for the heads up Ben!"
"neutral","Enabled garbage collection on transient and durable queue message managers.  Also added a check on capacity limit before removing idle containers."
"positive","+1  Looks good to me."
"neutral","Commited to trunk."
"positive","+1 the patch looks good."
"positive","+1 looks good."
"positive","+1 the patch looks good."
"neutral","User specified directory is not created by agent"
"positive","+1 the patch looks good."
"neutral","Attached"
"positive","Committed.  Thanks John."
"positive","Committed. Thanks Hitesh!"
"positive","Committed. Thanks Yusaku!"
"positive","Committed. Thanks Hitesh!"
"positive","Committed. Thanks!"
"positive","Committed. Thanks!"
"positive","Thanks "
"neutral","I checked it on IE and firefox and it was working fine. Though i am not sure why it didnt work particularly in chrome i put those elements in a separate div and this helped. Now its working fine in Chrome also."
"positive","hi Im Sujan. I need to send proposal for gsoc  2012 for  "
"positive","Now why did I not think of that... :) Great idea I'll move the files to svn!"
"positive","I applied the patch thanks!"
"neutral","How do you know that a key will exceed a threshold until after you've passed it?"
"neutral","Fixed. Committed revision 745895."
"negative","i suck."
"negative","Who made this stupid rule?"
"negative","Sorry but this is just stupid."
"negative","But I will quit committing to Hama then because I'm not going to support ONLY a binary format."
"negative","This is not what I build a framework for."
"negative","Blooper after blooper - I hate SVN."
"negative","You may want to carefully examine your assumption about this."
"negative","Ok wow welcome to Linux hell..."
"negative","If I get a chance I may even roll it into our dev environment but I am currently in the middle of mem leak hell."
"negative","Both equally bad."
"negative","Negative I am against fetch groups in principle."
"negative","Shit there is an dependency. Please go to Preferences -> LDAP -> Entry Editor and enable the option ""Show operational attributes""."
"negative","Damn..."
"negative","Damn !"
"negative","The evil NPE strik back !!"
"negative","Bloody hell !!!"
"negative","Damn time has flown..."
"negative","Damn it !"
"negative","This was a very bad bug introduced by me being an idiot."
"negative","Imo all this just doesn't make sense from a pure performance aspect."
"neutral","Confused about this."
"negative","This is pretty embarassing!"
"negative","When you install a node module globally it goes into /usr/local where you don't have permissions to move shit into unless you sudo."
"negative","That being said I'm not totally opposed to making the limit configurable."
"negative","All I'm trying to say is that it's pretty easy to end up in propagation failure hell here or change something else that blows things up for use cases that are not foreseen."
"negative","Just to clarify... you made the DTPE handle exceptions the same way as CassandraDaemon by updating it to use NBHS instead of CSLS...   Did you just tell me to go fuck myself?"
"negative","+1 (damn intellij it's not like patch format hasn't been standard for years)"
"negative","Here is quite bad."
"negative","if so can you see if you can git bisect this bad boy?"
"negative","It seems some of the wrappers in ink_hrtime.h() might no longer be used either e.g. ink_gettimeofday() is never used so lets get rid of that shit."
"negative","Heh that's one hell of a bug 275 bytes exactly eh?"
"negative","What a stupid name I chose for that object... )-:"
"negative","I think it's time to just close this issue."
"negative","I'm not entering bogus reports for the hell of it )  Matt"
"negative","Stupid Maven"
"neutral","If using a single FlatFileItemWriter it is enough to register it as an ItemWriter however when using the composite the adding it as a stream is also needed."
